Question_Index,Query,Method,Pearson,Spearman,Num_Items
4,Does the Oncotype DX test work with paraffin embedded tissues?,ContextCite32,0.831348403648776,0.5272727272727272,10
4,Does the Oncotype DX test work with paraffin embedded tissues?,WSS32,0.8313484036487748,0.5272727272727272,10
4,Does the Oncotype DX test work with paraffin embedded tissues?,BetaShap (U)32,0.9398398340806194,0.4666666666666666,10
4,Does the Oncotype DX test work with paraffin embedded tissues?,TMC32,0.8112563240333904,0.09090909090909088,10
4,Does the Oncotype DX test work with paraffin embedded tissues?,ContextCite64,0.9198824937912395,0.7212121212121211,10
4,Does the Oncotype DX test work with paraffin embedded tissues?,WSS64,0.9198824937912393,0.7212121212121211,10
4,Does the Oncotype DX test work with paraffin embedded tissues?,BetaShap (U)64,0.9356605876667571,0.43030303030303024,10
4,Does the Oncotype DX test work with paraffin embedded tissues?,TMC64,0.7358318303220276,0.22424242424242422,10
4,Does the Oncotype DX test work with paraffin embedded tissues?,ContextCite100,0.931425072511484,0.6848484848484848,10
4,Does the Oncotype DX test work with paraffin embedded tissues?,WSS100,0.9314250725114843,0.6848484848484848,10
4,Does the Oncotype DX test work with paraffin embedded tissues?,BetaShap (U)100,0.9505773497146004,0.5151515151515151,10
4,Does the Oncotype DX test work with paraffin embedded tissues?,TMC100,0.8793862845998219,0.22424242424242422,10
4,Does the Oncotype DX test work with paraffin embedded tissues?,LOO,-0.39706230067799253,0.05454545454545454,10
5,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,ContextCite32,0.8549456102028485,0.8424242424242423,10
5,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,WSS32,0.8549456102028478,0.8424242424242423,10
5,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,BetaShap (U)32,0.6152582895128623,0.22424242424242422,10
5,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,TMC32,0.6792125258617885,0.6606060606060605,10
5,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,ContextCite64,0.9595710470840989,0.9030303030303028,10
5,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,WSS64,0.9595710470840992,0.9030303030303028,10
5,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,BetaShap (U)64,0.7690533025493087,0.6,10
5,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,TMC64,0.8543144358631446,0.9151515151515152,10
5,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,ContextCite100,0.9529720031517797,0.6606060606060605,10
5,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,WSS100,0.9529720031517788,0.6606060606060605,10
5,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,BetaShap (U)100,0.7921441231001325,0.406060606060606,10
5,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,TMC100,0.9929386692105413,0.9030303030303028,10
5,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,LOO,-0.11473483002429477,0.03647433262080388,10
6,The NoSAS Score can be used for screening of which disorders?,ContextCite32,-0.01738059192571747,-0.13939393939393938,10
6,The NoSAS Score can be used for screening of which disorders?,WSS32,-0.017380591925726697,-0.13939393939393938,10
6,The NoSAS Score can be used for screening of which disorders?,BetaShap (U)32,0.8111916890212437,0.6484848484848483,10
6,The NoSAS Score can be used for screening of which disorders?,TMC32,0.6455435833563263,0.4545454545454545,10
6,The NoSAS Score can be used for screening of which disorders?,ContextCite64,0.7035506149679612,0.7454545454545454,10
6,The NoSAS Score can be used for screening of which disorders?,WSS64,0.7035506149679638,0.7454545454545454,10
6,The NoSAS Score can be used for screening of which disorders?,BetaShap (U)64,0.9165327581648213,0.8666666666666665,10
6,The NoSAS Score can be used for screening of which disorders?,TMC64,0.7087975617524769,0.5757575757575757,10
6,The NoSAS Score can be used for screening of which disorders?,ContextCite100,0.7593426591132972,0.7575757575757575,10
6,The NoSAS Score can be used for screening of which disorders?,WSS100,0.7593426591132935,0.7575757575757575,10
6,The NoSAS Score can be used for screening of which disorders?,BetaShap (U)100,0.6439935661142878,0.406060606060606,10
6,The NoSAS Score can be used for screening of which disorders?,TMC100,0.752837926073002,0.8060606060606059,10
6,The NoSAS Score can be used for screening of which disorders?,LOO,0.5142899467066563,0.6848484848484848,10
7,What species is associated with Tetrodotoxin?,ContextCite32,0.4421199582893133,0.33333333333333326,10
7,What species is associated with Tetrodotoxin?,WSS32,0.44211995828931444,0.33333333333333326,10
7,What species is associated with Tetrodotoxin?,BetaShap (U)32,0.9216272017229549,0.9636363636363635,10
7,What species is associated with Tetrodotoxin?,TMC32,0.8748732695886219,0.709090909090909,10
7,What species is associated with Tetrodotoxin?,ContextCite64,0.7281121462394082,0.7212121212121211,10
7,What species is associated with Tetrodotoxin?,WSS64,0.7281121462394081,0.7212121212121211,10
7,What species is associated with Tetrodotoxin?,BetaShap (U)64,0.5837961505650999,0.6363636363636362,10
7,What species is associated with Tetrodotoxin?,TMC64,0.9402153885799502,0.8060606060606059,10
7,What species is associated with Tetrodotoxin?,ContextCite100,0.6924518965692514,0.406060606060606,10
7,What species is associated with Tetrodotoxin?,WSS100,0.6924518965692518,0.406060606060606,10
7,What species is associated with Tetrodotoxin?,BetaShap (U)100,0.49464819051055753,0.29696969696969694,10
7,What species is associated with Tetrodotoxin?,TMC100,0.9198846757137378,0.8303030303030302,10
7,What species is associated with Tetrodotoxin?,LOO,0.8044762451970902,0.6121212121212121,10
8,Does a selective sweep increase genetic variation?,ContextCite32,0.917218836564509,0.7575757575757575,10
8,Does a selective sweep increase genetic variation?,WSS32,0.9172188365645096,0.7575757575757575,10
8,Does a selective sweep increase genetic variation?,BetaShap (U)32,0.0881286846551243,0.0303030303030303,10
8,Does a selective sweep increase genetic variation?,TMC32,0.36888488749423415,0.5393939393939393,10
8,Does a selective sweep increase genetic variation?,ContextCite64,0.8434890139170226,0.4666666666666666,10
8,Does a selective sweep increase genetic variation?,WSS64,0.843489013917023,0.4666666666666666,10
8,Does a selective sweep increase genetic variation?,BetaShap (U)64,0.15245280721650886,0.23636363636363633,10
8,Does a selective sweep increase genetic variation?,TMC64,0.5317242439504309,0.6242424242424242,10
8,Does a selective sweep increase genetic variation?,ContextCite100,0.8889951002981958,0.6969696969696969,10
8,Does a selective sweep increase genetic variation?,WSS100,0.8889951002981956,0.6969696969696969,10
8,Does a selective sweep increase genetic variation?,BetaShap (U)100,0.5570610730431096,0.41818181818181815,10
8,Does a selective sweep increase genetic variation?,TMC100,0.6741141461589597,0.7939393939393938,10
8,Does a selective sweep increase genetic variation?,LOO,0.27277164693751355,0.08510677611520905,10
9,List markers for autophagy.,ContextCite32,0.807884552842764,0.7696969696969697,10
9,List markers for autophagy.,WSS32,0.8078845528427656,0.7696969696969697,10
9,List markers for autophagy.,BetaShap (U)32,0.1522386542749953,0.309090909090909,10
9,List markers for autophagy.,TMC32,0.39278093369880573,0.5151515151515151,10
9,List markers for autophagy.,ContextCite64,0.8011605658805654,0.7333333333333332,10
9,List markers for autophagy.,WSS64,0.801160565880564,0.7333333333333332,10
9,List markers for autophagy.,BetaShap (U)64,0.4721142425628344,0.41818181818181815,10
9,List markers for autophagy.,TMC64,0.5618716207896911,0.5878787878787878,10
9,List markers for autophagy.,ContextCite100,0.7863248986090265,0.8181818181818182,10
9,List markers for autophagy.,WSS100,0.7863248986090238,0.8181818181818182,10
9,List markers for autophagy.,BetaShap (U)100,0.5911826718128436,0.7939393939393938,10
9,List markers for autophagy.,TMC100,0.8463863651677503,0.8666666666666665,10
9,List markers for autophagy.,LOO,0.4055914767951095,0.3161108827136336,10
10,Which package is available for analysing genomic interactions in R/Bioconductor?,ContextCite32,0.9030893652613582,0.9272727272727272,10
10,Which package is available for analysing genomic interactions in R/Bioconductor?,WSS32,0.9030893652613591,0.9272727272727272,10
10,Which package is available for analysing genomic interactions in R/Bioconductor?,BetaShap (U)32,0.6432355555764548,0.5151515151515151,10
10,Which package is available for analysing genomic interactions in R/Bioconductor?,TMC32,0.9427109183263949,0.9636363636363635,10
10,Which package is available for analysing genomic interactions in R/Bioconductor?,ContextCite64,0.9394089356842665,0.9636363636363635,10
10,Which package is available for analysing genomic interactions in R/Bioconductor?,WSS64,0.9394089356842663,0.9636363636363635,10
10,Which package is available for analysing genomic interactions in R/Bioconductor?,BetaShap (U)64,0.6670801330504685,0.4666666666666666,10
10,Which package is available for analysing genomic interactions in R/Bioconductor?,TMC64,0.9166286304378206,0.9515151515151514,10
10,Which package is available for analysing genomic interactions in R/Bioconductor?,ContextCite100,0.9483255530495285,0.9030303030303028,10
10,Which package is available for analysing genomic interactions in R/Bioconductor?,WSS100,0.9483255530495274,0.9030303030303028,10
10,Which package is available for analysing genomic interactions in R/Bioconductor?,BetaShap (U)100,0.8066061093259214,0.6848484848484848,10
10,Which package is available for analysing genomic interactions in R/Bioconductor?,TMC100,0.9653871634048738,0.8909090909090909,10
10,Which package is available for analysing genomic interactions in R/Bioconductor?,LOO,0.7579259011171244,0.5531940447488588,10
11,Can a circRNA be translated into protein?,ContextCite32,0.7910131117260925,0.709090909090909,10
11,Can a circRNA be translated into protein?,WSS32,0.7910131117260919,0.709090909090909,10
11,Can a circRNA be translated into protein?,BetaShap (U)32,0.33992440345163594,0.4424242424242424,10
11,Can a circRNA be translated into protein?,TMC32,0.7348013896918111,0.9151515151515152,10
11,Can a circRNA be translated into protein?,ContextCite64,0.9375552038800401,0.709090909090909,10
11,Can a circRNA be translated into protein?,WSS64,0.93755520388004,0.709090909090909,10
11,Can a circRNA be translated into protein?,BetaShap (U)64,0.33185320846678934,0.41818181818181815,10
11,Can a circRNA be translated into protein?,TMC64,0.9529255284069649,0.9030303030303028,10
11,Can a circRNA be translated into protein?,ContextCite100,0.9798291941627646,0.8424242424242423,10
11,Can a circRNA be translated into protein?,WSS100,0.9798291941627646,0.8424242424242423,10
11,Can a circRNA be translated into protein?,BetaShap (U)100,0.47507589960964103,0.5151515151515151,10
11,Can a circRNA be translated into protein?,TMC100,0.9659485787703534,0.9515151515151514,10
11,Can a circRNA be translated into protein?,LOO,0.7714244238171839,0.7477238187264795,10
12,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",ContextCite32,0.9018355959416873,0.9245067028843873,10
12,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",WSS32,0.9018355959416873,0.9245067028843873,10
12,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",BetaShap (U)32,0.8023422572451349,0.6363636363636362,10
12,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",TMC32,0.6832774719374448,0.6848484848484848,10
12,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",ContextCite64,0.9192286895169633,0.9567172612055054,10
12,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",WSS64,0.9192286895169637,0.9567172612055054,10
12,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",BetaShap (U)64,0.7058282529166534,0.6363636363636362,10
12,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",TMC64,0.6509054802511648,0.6606060606060605,10
12,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",ContextCite100,0.9339874753477464,0.9692233691951196,10
12,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",WSS100,0.9339874753477464,0.9692233691951196,10
12,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",BetaShap (U)100,0.48995618605954294,0.41818181818181815,10
12,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",TMC100,0.6986334175008784,0.6242424242424242,10
12,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",LOO,0.5443187366089681,0.41818181818181815,10
13,What is the purpose of HaploReg v4?,ContextCite32,0.998972585578303,0.2121212121212121,10
13,What is the purpose of HaploReg v4?,WSS32,0.9989725855783028,0.2121212121212121,10
13,What is the purpose of HaploReg v4?,BetaShap (U)32,0.9976391475182538,0.4787878787878787,10
13,What is the purpose of HaploReg v4?,TMC32,0.9995398461286273,0.8060606060606059,10
13,What is the purpose of HaploReg v4?,ContextCite64,0.9997049451175507,0.29696969696969694,10
13,What is the purpose of HaploReg v4?,WSS64,0.9997049451175505,0.29696969696969694,10
13,What is the purpose of HaploReg v4?,BetaShap (U)64,0.9958677403900208,0.4787878787878787,10
13,What is the purpose of HaploReg v4?,TMC64,0.9996640443113343,0.8060606060606059,10
13,What is the purpose of HaploReg v4?,ContextCite100,0.9997906334849062,0.4666666666666666,10
13,What is the purpose of HaploReg v4?,WSS100,0.9997906334849062,0.4666666666666666,10
13,What is the purpose of HaploReg v4?,BetaShap (U)100,0.9955493308733749,0.6121212121212121,10
13,What is the purpose of HaploReg v4?,TMC100,0.9998852995948547,0.7333333333333332,10
13,What is the purpose of HaploReg v4?,LOO,0.99839848543225,0.10303030303030303,10
14,Does oncogene-induced DNA replication stress inhibit genomic instability?,ContextCite32,0.5734419412017728,0.4787878787878787,10
14,Does oncogene-induced DNA replication stress inhibit genomic instability?,WSS32,0.5734419412017745,0.4787878787878787,10
14,Does oncogene-induced DNA replication stress inhibit genomic instability?,BetaShap (U)32,0.1693234244255871,0.32121212121212117,10
14,Does oncogene-induced DNA replication stress inhibit genomic instability?,TMC32,0.29713935494563387,0.32121212121212117,10
14,Does oncogene-induced DNA replication stress inhibit genomic instability?,ContextCite64,0.7608014077142282,0.6,10
14,Does oncogene-induced DNA replication stress inhibit genomic instability?,WSS64,0.7608014077142276,0.6,10
14,Does oncogene-induced DNA replication stress inhibit genomic instability?,BetaShap (U)64,0.17728940567036194,0.28484848484848485,10
14,Does oncogene-induced DNA replication stress inhibit genomic instability?,TMC64,0.5287911913525747,0.8303030303030302,10
14,Does oncogene-induced DNA replication stress inhibit genomic instability?,ContextCite100,0.8515179843615512,0.7696969696969697,10
14,Does oncogene-induced DNA replication stress inhibit genomic instability?,WSS100,0.851517984361551,0.7696969696969697,10
14,Does oncogene-induced DNA replication stress inhibit genomic instability?,BetaShap (U)100,0.42953272631686656,0.12727272727272726,10
14,Does oncogene-induced DNA replication stress inhibit genomic instability?,TMC100,0.39157568394338615,0.4787878787878787,10
14,Does oncogene-induced DNA replication stress inhibit genomic instability?,LOO,0.4023250394253102,0.38181818181818183,10
15,Do IEG create a ripple effect of transcription?,ContextCite32,0.9966069197875208,0.38181818181818183,10
15,Do IEG create a ripple effect of transcription?,WSS32,0.9966069197875208,0.38181818181818183,10
15,Do IEG create a ripple effect of transcription?,BetaShap (U)32,0.8928496455803944,0.406060606060606,10
15,Do IEG create a ripple effect of transcription?,TMC32,0.968985441776455,0.3939393939393939,10
15,Do IEG create a ripple effect of transcription?,ContextCite64,0.9989207297516937,0.6848484848484848,10
15,Do IEG create a ripple effect of transcription?,WSS64,0.9989207297516937,0.6848484848484848,10
15,Do IEG create a ripple effect of transcription?,BetaShap (U)64,0.8539178084329012,0.8787878787878788,10
15,Do IEG create a ripple effect of transcription?,TMC64,0.9903895938840585,0.6848484848484848,10
15,Do IEG create a ripple effect of transcription?,ContextCite100,0.9987991456782536,0.4787878787878787,10
15,Do IEG create a ripple effect of transcription?,WSS100,0.9987991456782536,0.4787878787878787,10
15,Do IEG create a ripple effect of transcription?,BetaShap (U)100,0.7799878208860972,0.7575757575757575,10
15,Do IEG create a ripple effect of transcription?,TMC100,0.9910716930328325,0.6484848484848483,10
15,Do IEG create a ripple effect of transcription?,LOO,0.9937730342394816,0.43030303030303024,10
16,What is Hemophilic Pseudotumor?,ContextCite32,0.9398446608406927,0.9272727272727272,10
16,What is Hemophilic Pseudotumor?,WSS32,0.9398446608406913,0.9272727272727272,10
16,What is Hemophilic Pseudotumor?,BetaShap (U)32,0.9230310095002487,0.28484848484848485,10
16,What is Hemophilic Pseudotumor?,TMC32,0.8795944240664386,0.6484848484848483,10
16,What is Hemophilic Pseudotumor?,ContextCite64,0.9778693075291607,0.9030303030303028,10
16,What is Hemophilic Pseudotumor?,WSS64,0.9778693075291607,0.9030303030303028,10
16,What is Hemophilic Pseudotumor?,BetaShap (U)64,0.8824876364048287,0.5515151515151515,10
16,What is Hemophilic Pseudotumor?,TMC64,0.9678850322347924,0.9151515151515152,10
16,What is Hemophilic Pseudotumor?,ContextCite100,0.9821152939125114,0.8666666666666665,10
16,What is Hemophilic Pseudotumor?,WSS100,0.9821152939125111,0.8666666666666665,10
16,What is Hemophilic Pseudotumor?,BetaShap (U)100,0.8577482553584473,0.5636363636363636,10
16,What is Hemophilic Pseudotumor?,TMC100,0.9926650073116423,0.9515151515151514,10
16,What is Hemophilic Pseudotumor?,LOO,0.9492861432393599,0.5030303030303029,10
17,Which eye condition is managed by the athens protocol?,ContextCite32,0.9471379656203549,0.29696969696969694,10
17,Which eye condition is managed by the athens protocol?,WSS32,0.9471379656203543,0.29696969696969694,10
17,Which eye condition is managed by the athens protocol?,BetaShap (U)32,0.6895172515204064,0.6484848484848483,10
17,Which eye condition is managed by the athens protocol?,TMC32,0.7197162232926797,0.709090909090909,10
17,Which eye condition is managed by the athens protocol?,ContextCite64,0.9716138048056697,0.4545454545454545,10
17,Which eye condition is managed by the athens protocol?,WSS64,0.9716138048056697,0.4545454545454545,10
17,Which eye condition is managed by the athens protocol?,BetaShap (U)64,0.8207422165655174,0.6848484848484848,10
17,Which eye condition is managed by the athens protocol?,TMC64,0.9079079493073613,0.7696969696969697,10
17,Which eye condition is managed by the athens protocol?,ContextCite100,0.9885238430717378,0.6969696969696969,10
17,Which eye condition is managed by the athens protocol?,WSS100,0.9885238430717378,0.6969696969696969,10
17,Which eye condition is managed by the athens protocol?,BetaShap (U)100,0.812233223331451,0.7575757575757575,10
17,Which eye condition is managed by the athens protocol?,TMC100,0.9520113467220217,0.8181818181818182,10
17,Which eye condition is managed by the athens protocol?,LOO,0.8242507880848433,0.17575757575757575,10
18,Is STAT3 transcription factor regulated by mTORC1?,ContextCite32,0.8284510476972984,0.8909090909090909,10
18,Is STAT3 transcription factor regulated by mTORC1?,WSS32,0.8284510476972999,0.8909090909090909,10
18,Is STAT3 transcription factor regulated by mTORC1?,BetaShap (U)32,0.8319377799228688,0.7212121212121211,10
18,Is STAT3 transcription factor regulated by mTORC1?,TMC32,0.9024605283939209,0.7696969696969697,10
18,Is STAT3 transcription factor regulated by mTORC1?,ContextCite64,0.8623978420439767,0.8666666666666665,10
18,Is STAT3 transcription factor regulated by mTORC1?,WSS64,0.8623978420439742,0.8666666666666665,10
18,Is STAT3 transcription factor regulated by mTORC1?,BetaShap (U)64,0.6934158792518329,0.6363636363636362,10
18,Is STAT3 transcription factor regulated by mTORC1?,TMC64,0.9016672243565296,0.8545454545454544,10
18,Is STAT3 transcription factor regulated by mTORC1?,ContextCite100,0.9354643159909019,0.8787878787878788,10
18,Is STAT3 transcription factor regulated by mTORC1?,WSS100,0.9354643159909017,0.8787878787878788,10
18,Is STAT3 transcription factor regulated by mTORC1?,BetaShap (U)100,0.16966849742958526,0.07878787878787878,10
18,Is STAT3 transcription factor regulated by mTORC1?,TMC100,0.8993972881005634,0.8787878787878788,10
18,Is STAT3 transcription factor regulated by mTORC1?,LOO,0.7994099827073659,0.772040040473682,10
19,List symptoms of the Hakim Triad?,ContextCite32,0.9044114463740183,0.6848484848484848,10
19,List symptoms of the Hakim Triad?,WSS32,0.9044114463740183,0.6848484848484848,10
19,List symptoms of the Hakim Triad?,BetaShap (U)32,0.856461558092424,0.9757575757575757,10
19,List symptoms of the Hakim Triad?,TMC32,0.9600704187577468,0.9151515151515152,10
19,List symptoms of the Hakim Triad?,ContextCite64,0.9886233747917289,0.8303030303030302,10
19,List symptoms of the Hakim Triad?,WSS64,0.9886233747917295,0.8303030303030302,10
19,List symptoms of the Hakim Triad?,BetaShap (U)64,0.9937303271039458,0.9030303030303028,10
19,List symptoms of the Hakim Triad?,TMC64,0.991679284916741,0.9151515151515152,10
19,List symptoms of the Hakim Triad?,ContextCite100,0.9858231674432477,0.9515151515151514,10
19,List symptoms of the Hakim Triad?,WSS100,0.9858231674432479,0.9515151515151514,10
19,List symptoms of the Hakim Triad?,BetaShap (U)100,0.9303841430276687,0.8424242424242423,10
19,List symptoms of the Hakim Triad?,TMC100,0.9866284962192766,0.9515151515151514,10
19,List symptoms of the Hakim Triad?,LOO,0.9339667887615448,0.7696969696969697,10
20,Is there alternative polyadenylation during zebrafish development?,ContextCite32,0.9961049908702175,0.8181818181818182,10
20,Is there alternative polyadenylation during zebrafish development?,WSS32,0.9961049908702176,0.8181818181818182,10
20,Is there alternative polyadenylation during zebrafish development?,BetaShap (U)32,0.9850114311927807,0.709090909090909,10
20,Is there alternative polyadenylation during zebrafish development?,TMC32,0.995614751829957,0.6606060606060605,10
20,Is there alternative polyadenylation during zebrafish development?,ContextCite64,0.9977337776591653,0.6969696969696969,10
20,Is there alternative polyadenylation during zebrafish development?,WSS64,0.9977337776591653,0.6969696969696969,10
20,Is there alternative polyadenylation during zebrafish development?,BetaShap (U)64,0.9806619202729921,0.6727272727272726,10
20,Is there alternative polyadenylation during zebrafish development?,TMC64,0.9959047252788835,0.6606060606060605,10
20,Is there alternative polyadenylation during zebrafish development?,ContextCite100,0.9983626829528165,0.8181818181818182,10
20,Is there alternative polyadenylation during zebrafish development?,WSS100,0.9983626829528166,0.8181818181818182,10
20,Is there alternative polyadenylation during zebrafish development?,BetaShap (U)100,0.9657403381536542,0.7696969696969697,10
20,Is there alternative polyadenylation during zebrafish development?,TMC100,0.9986806223515277,0.8181818181818182,10
20,Is there alternative polyadenylation during zebrafish development?,LOO,0.9840602844353501,0.7818181818181817,10
21,List genes that have been found mutated in CMT1A (Charcot-Marie-Tooth disease type 1 A).,ContextCite32,0.8850099503970589,0.8060606060606059,10
21,List genes that have been found mutated in CMT1A (Charcot-Marie-Tooth disease type 1 A).,WSS32,0.8850099503970589,0.8060606060606059,10
21,List genes that have been found mutated in CMT1A (Charcot-Marie-Tooth disease type 1 A).,BetaShap (U)32,0.945521879550213,0.8545454545454544,10
21,List genes that have been found mutated in CMT1A (Charcot-Marie-Tooth disease type 1 A).,TMC32,0.9121991560682979,0.8545454545454544,10
21,List genes that have been found mutated in CMT1A (Charcot-Marie-Tooth disease type 1 A).,ContextCite64,0.9414116582788031,0.6242424242424242,10
