Question_Index,Query,Method,Pearson,Spearman,NDCG,KendallTau
5,What are the key ingredients needed for a cake recipe?,WSS_XGB100,0.9987241707151489,0.9272727272727272,0.9999291988246953,0.8666666666666666
5,What are the key ingredients needed for a cake recipe?,BetaShap (U)100,0.7035441210441288,0.09090909090909088,0.943457374013274,0.06666666666666667
5,What are the key ingredients needed for a cake recipe?,TMC100,0.9872521699673426,0.5393939393939393,0.9874788574847281,0.37777777777777777
5,What are the key ingredients needed for a cake recipe?,LOO,0.9956363103525908,0.5878787878787878,0.9880236805886722,0.4666666666666666
6,Which tools does a carpenter use and what are their stated purposes?,ContextCite32,0.8866733232524,0.5272727272727272,0.9746881469167731,0.37777777777777777
6,Which tools does a carpenter use and what are their stated purposes?,WSS_BGAM32,0.9505554152407316,0.4666666666666666,0.9680641092393195,0.37777777777777777
6,Which tools does a carpenter use and what are their stated purposes?,WSS_FM32,0.927488423190391,0.8666666666666665,0.999217376730547,0.7333333333333333
6,Which tools does a carpenter use and what are their stated purposes?,WSS_XGB32,0.9116083095505404,0.28484848484848485,0.9746881469167731,0.19999999999999998
6,Which tools does a carpenter use and what are their stated purposes?,BetaShap (U)32,0.8685003968236461,0.6484848484848483,0.9309338165813836,0.5555555555555555
6,Which tools does a carpenter use and what are their stated purposes?,TMC32,0.9360100856743562,0.5636363636363636,0.9734115168259514,0.5111111111111111
6,Which tools does a carpenter use and what are their stated purposes?,ContextCite64,0.9683565044637016,0.5151515151515151,0.9746881469167731,0.37777777777777777
6,Which tools does a carpenter use and what are their stated purposes?,WSS_BGAM64,0.9672241930486447,0.41818181818181815,0.9680641092393195,0.3333333333333333
6,Which tools does a carpenter use and what are their stated purposes?,WSS_FM64,0.9643620862487149,0.5393939393939393,0.9746881469167731,0.4222222222222222
6,Which tools does a carpenter use and what are their stated purposes?,WSS_XGB64,0.9834843304376059,0.6363636363636362,0.9746881469167731,0.5111111111111111
6,Which tools does a carpenter use and what are their stated purposes?,BetaShap (U)64,0.6925640013853781,-0.0303030303030303,0.7619705273445843,-0.022222222222222223
6,Which tools does a carpenter use and what are their stated purposes?,TMC64,0.9363045188173311,0.29696969696969694,0.9734115168259514,0.28888888888888886
6,Which tools does a carpenter use and what are their stated purposes?,ContextCite100,0.9921174127352319,0.7212121212121211,1.0,0.6
6,Which tools does a carpenter use and what are their stated purposes?,WSS_BGAM100,0.9861106480523483,0.5151515151515151,0.9680641092393195,0.4222222222222222
6,Which tools does a carpenter use and what are their stated purposes?,WSS_FM100,0.9878730764648712,0.5636363636363636,0.9704593735206207,0.4666666666666666
6,Which tools does a carpenter use and what are their stated purposes?,WSS_XGB100,0.9956853867943714,0.9030303030303028,0.999217376730547,0.7777777777777777
6,Which tools does a carpenter use and what are their stated purposes?,BetaShap (U)100,0.4114879075043942,-0.07878787878787878,0.7837512268783614,0.022222222222222223
6,Which tools does a carpenter use and what are their stated purposes?,TMC100,0.9448285043587388,0.29696969696969694,0.9734115168259514,0.19999999999999998
6,Which tools does a carpenter use and what are their stated purposes?,LOO,0.9744652281721818,0.4424242424242424,0.9746881469167731,0.3333333333333333
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,ContextCite32,0.9588908612761187,0.8060606060606059,1.0,0.6888888888888888
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,WSS_BGAM32,0.9642573864375213,0.8060606060606059,1.0,0.6888888888888888
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,WSS_FM32,0.946761521065518,0.7212121212121211,0.9958103489768739,0.6
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,WSS_XGB32,0.9662650392232901,0.5393939393939393,0.9958103489768739,0.37777777777777777
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,BetaShap (U)32,0.8891875752679527,0.8303030303030302,0.9933748875450501,0.6888888888888888
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,TMC32,0.9444786462227925,0.6484848484848483,0.9933748875450501,0.5111111111111111
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,ContextCite64,0.9908361130280839,0.7575757575757575,1.0,0.6
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,WSS_BGAM64,0.9833080291375331,0.8060606060606059,1.0,0.6444444444444444
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,WSS_FM64,0.998009716040977,0.8060606060606059,1.0,0.6888888888888888
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,WSS_XGB64,0.9886273023538878,0.7818181818181817,1.0,0.6
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,BetaShap (U)64,0.7916126296712767,0.5393939393939393,0.9933748875450501,0.4666666666666666
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,TMC64,0.9587672905481223,0.49090909090909085,0.9933748875450501,0.37777777777777777
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,ContextCite100,0.9967119591320626,0.7939393939393938,1.0,0.6444444444444444
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,WSS_BGAM100,0.9943707638933887,0.8060606060606059,1.0,0.6888888888888888
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,WSS_FM100,0.9993754565980131,0.9030303030303028,0.9960773454819271,0.7777777777777777
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,WSS_XGB100,0.9936147609938489,0.8424242424242423,0.9933748875450501,0.7333333333333333
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,BetaShap (U)100,0.7157199946839041,0.5515151515151515,0.8355281276711819,0.4222222222222222
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,TMC100,0.9700866505817609,0.5151515151515151,0.9933748875450501,0.37777777777777777
7,Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,LOO,0.9899181164916455,0.5878787878787878,1.0,0.4666666666666666
8,What are the roles or professions of Elara Vayne and Jax Korden?,ContextCite32,0.9973258928170303,0.8303030303030302,1.0,0.6888888888888888
8,What are the roles or professions of Elara Vayne and Jax Korden?,WSS_BGAM32,0.971434815003914,0.4666666666666666,1.0,0.3333333333333333
8,What are the roles or professions of Elara Vayne and Jax Korden?,WSS_FM32,0.9890144176351057,0.5515151515151515,0.993817582114252,0.4222222222222222
8,What are the roles or professions of Elara Vayne and Jax Korden?,WSS_XGB32,0.9975967620210043,0.8545454545454544,0.9948558126125975,0.6888888888888888
8,What are the roles or professions of Elara Vayne and Jax Korden?,BetaShap (U)32,0.9703739372869,0.3696969696969697,0.9803077223211595,0.24444444444444444
8,What are the roles or professions of Elara Vayne and Jax Korden?,TMC32,0.9877962898115314,0.41818181818181815,0.9803077223211595,0.28888888888888886
8,What are the roles or professions of Elara Vayne and Jax Korden?,ContextCite64,0.9991137036045606,0.9272727272727272,1.0,0.7777777777777777
8,What are the roles or professions of Elara Vayne and Jax Korden?,WSS_BGAM64,0.98469801621929,0.6484848484848483,1.0,0.5111111111111111
8,What are the roles or professions of Elara Vayne and Jax Korden?,WSS_FM64,0.998337128854658,0.8909090909090909,0.9948558126125975,0.7777777777777777
8,What are the roles or professions of Elara Vayne and Jax Korden?,WSS_XGB64,0.9981905396059777,0.8545454545454544,1.0,0.7333333333333333
8,What are the roles or professions of Elara Vayne and Jax Korden?,BetaShap (U)64,0.9304391253773947,0.5878787878787878,1.0,0.4666666666666666
8,What are the roles or professions of Elara Vayne and Jax Korden?,TMC64,0.9924969354570485,0.5636363636363636,0.9915000667994766,0.4222222222222222
8,What are the roles or professions of Elara Vayne and Jax Korden?,ContextCite100,0.9992997085842575,0.9393939393939393,1.0,0.8222222222222221
8,What are the roles or professions of Elara Vayne and Jax Korden?,WSS_BGAM100,0.9917105326930815,0.7696969696969697,1.0,0.6
8,What are the roles or professions of Elara Vayne and Jax Korden?,WSS_FM100,0.9989996238633834,0.7939393939393938,1.0,0.6444444444444444
8,What are the roles or professions of Elara Vayne and Jax Korden?,WSS_XGB100,0.9985887373568145,0.7696969696969697,1.0,0.6
8,What are the roles or professions of Elara Vayne and Jax Korden?,BetaShap (U)100,0.8773235577571762,0.8545454545454544,1.0,0.7333333333333333
8,What are the roles or professions of Elara Vayne and Jax Korden?,TMC100,0.9941271221297163,0.7212121212121211,0.9915000667994766,0.6444444444444444
8,What are the roles or professions of Elara Vayne and Jax Korden?,LOO,0.9990805976233947,0.9030303030303028,1.0,0.7777777777777777
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,ContextCite32,0.9950037270623319,0.5030303030303029,0.9786160706609748,0.4222222222222222
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,WSS_BGAM32,0.9720743677153856,0.6484848484848483,0.994176317200064,0.5555555555555555
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,WSS_FM32,0.9765893968286609,0.4545454545454545,0.9924231951460074,0.28888888888888886
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,WSS_XGB32,0.9902150074840299,0.5878787878787878,1.0,0.4666666666666666
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,BetaShap (U)32,0.9623027671934721,0.43030303030303024,0.994176317200064,0.3333333333333333
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,TMC32,0.9833578869981319,0.5030303030303029,0.994176317200064,0.37777777777777777
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,ContextCite64,0.9987102502346006,0.8060606060606059,0.9971794170560534,0.6444444444444444
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,WSS_BGAM64,0.9863604423822525,0.5515151515151515,1.0,0.4222222222222222
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,WSS_FM64,0.998939425621597,0.7212121212121211,0.9971794170560534,0.5555555555555555
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,WSS_XGB64,0.9983412964017493,0.709090909090909,1.0,0.6444444444444444
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,BetaShap (U)64,0.9178178987963836,0.9272727272727272,1.0,0.8222222222222221
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,TMC64,0.9912978408768549,0.9030303030303028,0.9971794170560534,0.7777777777777777
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,ContextCite100,0.9995088011112638,0.9030303030303028,0.9971794170560534,0.7777777777777777
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,WSS_BGAM100,0.9948305513117025,0.7454545454545454,1.0,0.6444444444444444
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,WSS_FM100,0.9992981313218307,0.8181818181818182,0.9971794170560534,0.6888888888888888
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,WSS_XGB100,0.9985703333317855,0.6727272727272726,0.994176317200064,0.6
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,BetaShap (U)100,0.8877467437221718,0.6,0.9751273229352748,0.4666666666666666
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,TMC100,0.9938902117621911,0.7939393939393938,0.9971794170560534,0.6444444444444444
9,What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,LOO,0.9980718953948262,0.24848484848484845,0.9786160706609748,0.15555555555555553
